instance_name,Algorithm,n_items_types,Bin_Length,Bin_Width,Total_Value,Num_Placed_Pieces,execution_time_s,peak_memory_mb
bazaar-100-11.txt,GRASP,100,100,100,76840,64,48.46401139997761,62.59375
bazaar-100-11.txt,EDA,100,100,100,124024,68,30.66082180000376,62.6875
bazaar-100-12.txt,GRASP,100,100,100,72814,69,52.52761200000532,62.7421875
bazaar-100-12.txt,EDA,100,100,100,119130,86,49.62519069999689,62.8046875
bazaar-100-13.txt,GRASP,100,100,100,74816,70,77.09393480001017,62.76953125
bazaar-100-13.txt,EDA,100,100,100,130795,69,48.12118180000107,62.76953125
bazaar-100-14.txt,GRASP,100,100,100,68727,73,82.59073250001529,62.76953125
bazaar-100-14.txt,EDA,100,100,100,135215,64,53.55023270001402,62.78515625
bazaar-100-15.txt,GRASP,100,100,100,77264,72,76.11962879999192,62.76953125
bazaar-100-15.txt,EDA,100,100,100,138150,59,43.195740200026194,62.76953125
bazaar-100-16.txt,GRASP,100,100,100,65696,66,69.98944919998758,62.76953125
bazaar-100-16.txt,EDA,100,100,100,134088,73,33.400717899989104,62.7734375
bazaar-100-17.txt,GRASP,100,100,100,77473,72,62.97268219999387,62.7734375
bazaar-100-17.txt,EDA,100,100,100,130978,68,31.774324499972863,55.04296875
bazaar-100-18.txt,GRASP,100,100,100,72715,77,65.74027049998404,55.0546875
bazaar-100-18.txt,EDA,100,100,100,122703,72,45.04544679998071,55.0546875
bazaar-100-19.txt,GRASP,100,100,100,65190,72,60.550505199993495,55.0546875
bazaar-100-19.txt,EDA,100,100,100,141145,57,42.30771449999884,55.05859375
bazaar-100-2.txt,GRASP,100,100,100,66992,73,57.73248790000798,55.05859375
bazaar-100-2.txt,EDA,100,100,100,120596,64,31.603831700020237,55.0
bazaar-100-20.txt,GRASP,100,100,100,67404,73,51.81320170001709,55.0
bazaar-100-20.txt,EDA,100,100,100,132862,87,32.44300810000277,55.0
bazaar-100-21.txt,GRASP,100,100,100,69951,74,51.13365580001846,55.0
bazaar-100-21.txt,EDA,100,100,100,134473,63,28.409676999988733,55.0
bazaar-100-22.txt,GRASP,100,100,100,73445,73,58.96119199998793,55.0
bazaar-100-22.txt,EDA,100,100,100,134337,91,33.5517211999977,55.0
bazaar-100-23.txt,GRASP,100,100,100,71411,69,60.37391940000816,54.96875
bazaar-100-23.txt,EDA,100,100,100,127156,66,33.85370529998909,55.0234375
bazaar-100-24.txt,GRASP,100,100,100,78475,76,53.33646339998813,55.0234375
bazaar-100-24.txt,EDA,100,100,100,120512,50,20.03475960000651,55.02734375
bazaar-100-25.txt,GRASP,100,100,100,77921,73,49.43057110000518,55.02734375
bazaar-100-25.txt,EDA,100,100,100,120085,67,35.33459249997395,55.02734375
bazaar-100-3.txt,GRASP,100,100,100,71008,66,46.09289239998907,55.02734375
bazaar-100-3.txt,EDA,100,100,100,140789,74,30.677231599984225,54.93359375
bazaar-100-4.txt,GRASP,100,100,100,77838,71,48.37542329999269,54.9375
bazaar-100-4.txt,EDA,100,100,100,135692,69,41.39787129999604,54.9375
bazaar-100-5.txt,GRASP,100,100,100,71411,73,51.94679640000686,54.9375
bazaar-100-5.txt,EDA,100,100,100,130787,78,40.134250100003555,54.9375
bazaar-100-6.txt,GRASP,100,100,100,71162,72,70.20195960000274,54.94140625
bazaar-100-6.txt,EDA,100,100,100,135295,68,46.34587509999983,54.69921875
bazaar-100-7.txt,GRASP,100,100,100,69863,74,72.0812041000172,54.69921875
bazaar-100-7.txt,EDA,100,100,100,135349,64,36.84937969999737,54.69140625
bazaar-100-8.txt,GRASP,100,100,100,71609,73,69.95433360000607,54.69140625
bazaar-100-8.txt,EDA,100,100,100,133820,55,40.210937900003046,54.69921875
bazaar-100-9.txt,GRASP,100,100,100,71329,72,74.67094430001453,54.671875
bazaar-100-9.txt,EDA,100,100,100,126557,70,47.802247199986596,54.671875
bazaar-110-1.txt,GRASP,110,110,110,79666,75,82.8745210999914,54.6796875
bazaar-110-1.txt,EDA,110,110,110,156082,69,40.97436629998265,55.44140625
bazaar-110-10.txt,GRASP,110,110,110,81172,63,73.95284569999785,54.38671875
bazaar-110-10.txt,EDA,110,110,110,159199,67,42.685949000006076,55.45703125
bazaar-110-11.txt,GRASP,110,110,110,94094,65,81.41243169998052,54.3984375
bazaar-110-11.txt,EDA,110,110,110,154289,80,36.17943489999743,55.45703125
bazaar-110-12.txt,GRASP,110,110,110,91346,73,85.95428480001283,54.3984375
bazaar-110-12.txt,EDA,110,110,110,139179,82,51.81096430000616,55.45703125
bazaar-110-13.txt,GRASP,110,110,110,88902,74,84.15570920001483,54.3984375
bazaar-110-13.txt,EDA,110,110,110,150338,56,42.005904899997404,55.45703125
bazaar-110-14.txt,GRASP,110,110,110,88832,70,79.44026200001827,54.375
bazaar-110-14.txt,EDA,110,110,110,168872,65,36.611694699997315,55.44140625
bazaar-110-15.txt,GRASP,110,110,110,94826,76,79.7266176000121,54.3828125
bazaar-110-15.txt,EDA,110,110,110,156887,66,32.84529830000247,55.44140625
bazaar-110-16.txt,GRASP,110,110,110,93225,76,81.57755039999029,54.3828125
bazaar-110-16.txt,EDA,110,110,110,151402,62,45.39308370000799,55.44140625
bazaar-110-17.txt,GRASP,110,110,110,94648,75,83.54231240000809,54.3828125
bazaar-110-17.txt,EDA,110,110,110,144834,49,32.24641020002309,55.44140625
bazaar-110-18.txt,GRASP,110,110,110,78427,82,94.17795550002484,54.390625
bazaar-110-18.txt,EDA,110,110,110,148023,79,40.575314699992305,55.44921875
bazaar-110-19.txt,GRASP,110,110,110,80590,76,78.16880999997375,54.390625
bazaar-110-19.txt,EDA,110,110,110,158331,59,38.54956320000929,55.44921875
bazaar-110-2.txt,GRASP,110,110,110,82054,84,99.05106769999838,54.39453125
bazaar-110-2.txt,EDA,110,110,110,143425,70,45.36111510000774,55.453125
bazaar-110-20.txt,GRASP,110,110,110,86218,82,94.47959319999791,54.390625
bazaar-110-20.txt,EDA,110,110,110,156577,71,47.62009670000407,55.45703125
bazaar-110-21.txt,GRASP,110,110,110,83349,71,78.13694729999406,54.3984375
bazaar-110-21.txt,EDA,110,110,110,166630,66,41.9058913999761,55.45703125
bazaar-110-22.txt,GRASP,110,110,110,87063,80,94.09483899999759,54.40234375
bazaar-110-22.txt,EDA,110,110,110,155866,63,46.472159299999475,55.4609375
bazaar-110-23.txt,GRASP,110,110,110,82668,75,84.09004249999998,54.40234375
bazaar-110-23.txt,EDA,110,110,110,154316,55,40.574705900013214,55.4609375
bazaar-110-24.txt,GRASP,110,110,110,85521,68,77.93212069998845,54.40234375
bazaar-110-24.txt,EDA,110,110,110,138666,55,29.108109299995704,55.4609375
bazaar-110-25.txt,GRASP,110,110,110,85312,74,85.68926250000368,54.40234375
bazaar-110-25.txt,EDA,110,110,110,146575,73,41.985520699992776,55.4609375
bazaar-110-3.txt,GRASP,110,110,110,87002,70,76.32990609999979,54.40625
bazaar-110-3.txt,EDA,110,110,110,156885,72,44.35968019999564,55.46484375
bazaar-110-4.txt,GRASP,110,110,110,79286,74,86.38633820001269,54.40625
bazaar-110-4.txt,EDA,110,110,110,153814,49,46.16070619999664,55.35546875
bazaar-110-5.txt,GRASP,110,110,110,84418,72,84.48655020000297,54.40625
bazaar-110-5.txt,EDA,110,110,110,147973,76,43.9656990999938,55.46484375
bazaar-110-6.txt,GRASP,110,110,110,90476,77,82.39756059998763,54.40625
bazaar-110-6.txt,EDA,110,110,110,155227,57,46.85444140000618,55.46484375
bazaar-110-7.txt,GRASP,110,110,110,91853,81,91.19070589999319,54.40625
bazaar-110-7.txt,EDA,110,110,110,160135,56,55.357449000002816,55.46484375
bazaar-110-8.txt,GRASP,110,110,110,91596,74,81.86694219999481,54.40625
bazaar-110-8.txt,EDA,110,110,110,152828,57,43.70573429999058,55.46484375
bazaar-110-9.txt,GRASP,110,110,110,81058,80,96.21419190001325,54.41015625
bazaar-110-9.txt,EDA,110,110,110,150539,60,38.80463050000253,55.46875
bazaar-120-1.txt,GRASP,120,120,120,104997,85,104.41215370001737,54.4296875
bazaar-120-1.txt,EDA,120,120,120,175904,61,49.206537199992454,55.56640625
bazaar-120-10.txt,GRASP,120,120,120,101963,72,97.80679859998054,54.47265625
bazaar-120-10.txt,EDA,120,120,120,178487,74,51.28336839997792,55.6953125
bazaar-120-11.txt,GRASP,120,120,120,111566,73,104.87148870000965,54.63671875
bazaar-120-11.txt,EDA,120,120,120,185722,52,35.71161679999204,55.6953125
bazaar-120-12.txt,GRASP,120,120,120,110535,73,101.89719960000366,54.63671875
bazaar-120-12.txt,EDA,120,120,120,166510,60,45.60651019998477,55.6953125
bazaar-120-13.txt,GRASP,120,120,120,103961,75,104.13142930000322,54.63671875
bazaar-120-13.txt,EDA,120,120,120,180183,65,41.12984140001936,55.6953125
bazaar-120-14.txt,GRASP,120,120,120,109248,73,98.09308880000026,54.63671875
bazaar-120-14.txt,EDA,120,120,120,164158,56,41.30500389999361,55.6953125
bazaar-120-15.txt,GRASP,120,120,120,108324,72,99.04508680000436,54.63671875
bazaar-120-15.txt,EDA,120,120,120,185478,57,44.79137210000772,55.6953125
bazaar-120-16.txt,GRASP,120,120,120,103897,82,105.06084669998381,54.5859375
bazaar-120-16.txt,EDA,120,120,120,171298,63,46.558262700011255,55.65234375
bazaar-120-17.txt,GRASP,120,120,120,116896,84,102.14197470000363,54.59765625
bazaar-120-17.txt,EDA,120,120,120,172065,63,34.609565700025996,55.65625
bazaar-120-18.txt,GRASP,120,120,120,106687,85,104.88800370000536,54.59765625
bazaar-120-18.txt,EDA,120,120,120,186322,46,39.10815080002067,55.65625
bazaar-120-19.txt,GRASP,120,120,120,102510,81,108.44319960000576,54.59765625
bazaar-120-19.txt,EDA,120,120,120,182343,57,46.52662700001383,55.65625
bazaar-120-2.txt,GRASP,120,120,120,100781,83,112.41187400001218,54.6015625
bazaar-120-2.txt,EDA,120,120,120,171134,50,51.09902290001628,55.70703125
bazaar-120-20.txt,GRASP,120,120,120,101197,84,113.27306729997508,54.6484375
bazaar-120-20.txt,EDA,120,120,120,177850,71,55.487567800009856,55.70703125
bazaar-120-21.txt,GRASP,120,120,120,99353,77,100.77954959997442,54.640625
bazaar-120-21.txt,EDA,120,120,120,181035,64,47.21775159999379,55.70703125
bazaar-120-22.txt,GRASP,120,120,120,112648,92,128.48601599998074,54.66015625
bazaar-120-22.txt,EDA,120,120,120,182311,75,69.4429303999932,55.78125
bazaar-120-23.txt,GRASP,120,120,120,104955,78,104.76375620000181,54.72265625
bazaar-120-23.txt,EDA,120,120,120,177072,58,42.7667545999866,55.78125
bazaar-120-24.txt,GRASP,120,120,120,110874,80,99.55119660001947,54.72265625
bazaar-120-24.txt,EDA,120,120,120,167296,49,41.56870340000023,55.78125
bazaar-120-25.txt,GRASP,120,120,120,108250,73,97.58995249998407,54.72265625
bazaar-120-25.txt,EDA,120,120,120,187530,51,33.20153200000641,55.78125
bazaar-120-3.txt,GRASP,120,120,120,102025,79,99.1416198000079,54.72265625
bazaar-120-3.txt,EDA,120,120,120,175157,68,47.11607349998667,55.78125
bazaar-120-4.txt,GRASP,120,120,120,100278,67,96.40967059999821,54.66796875
bazaar-120-4.txt,EDA,120,120,120,171838,48,32.030383000004804,55.734375
bazaar-120-5.txt,GRASP,120,120,120,107418,77,103.32963490000111,54.67578125
bazaar-120-5.txt,EDA,120,120,120,194299,49,38.66398310000659,55.734375
bazaar-120-6.txt,GRASP,120,120,120,106313,79,102.85155510000186,54.67578125
bazaar-120-6.txt,EDA,120,120,120,195375,51,52.23397400000249,55.734375
bazaar-120-7.txt,GRASP,120,120,120,108306,77,99.20350959998905,54.67578125
bazaar-120-7.txt,EDA,120,120,120,197698,51,38.949038100021426,55.734375
bazaar-120-8.txt,GRASP,120,120,120,104457,73,99.18990060000215,54.67578125
bazaar-120-8.txt,EDA,120,120,120,164427,73,48.5509013000119,55.734375
bazaar-120-9.txt,GRASP,120,120,120,110009,80,105.9721431999933,54.67578125
bazaar-120-9.txt,EDA,120,120,120,178450,60,43.707871499995235,55.734375
bazaar-130-1.txt,GRASP,130,130,130,117669,93,127.02263429999584,54.67578125
bazaar-130-1.txt,EDA,130,130,130,209864,74,89.92671929998323,56.11328125
bazaar-130-10.txt,GRASP,130,130,130,121278,92,133.20946059998823,55.0546875
bazaar-130-10.txt,EDA,130,130,130,207316,70,95.93929609999759,56.1796875
bazaar-130-11.txt,GRASP,130,130,130,124887,90,129.60995680000633,55.12109375
bazaar-130-11.txt,EDA,130,130,130,234453,70,67.54263579999679,56.1796875
bazaar-130-12.txt,GRASP,130,130,130,108157,86,130.2172001999861,55.12109375
bazaar-130-12.txt,EDA,130,130,130,210492,79,92.2177301000047,56.1796875
bazaar-130-13.txt,GRASP,130,130,130,110673,88,130.03263100000913,55.12890625
bazaar-130-13.txt,EDA,130,130,130,234156,99,77.10489709998365,56.11328125
bazaar-130-14.txt,GRASP,130,130,130,104377,92,141.64104919999954,55.109375
bazaar-130-14.txt,EDA,130,130,130,202547,93,91.17884169999161,56.18359375
bazaar-130-15.txt,GRASP,130,130,130,109353,86,133.28796400001738,55.125
bazaar-130-15.txt,EDA,130,130,130,203938,73,89.64399679997587,56.18359375
bazaar-130-16.txt,GRASP,130,130,130,101561,94,144.74761230000877,55.1328125
bazaar-130-16.txt,EDA,130,130,130,209911,79,82.84621059999336,56.19140625
bazaar-130-17.txt,GRASP,130,130,130,119147,81,122.15295170000172,55.1328125
bazaar-130-17.txt,EDA,130,130,130,215895,72,62.482713500008686,56.125
bazaar-130-18.txt,GRASP,130,130,130,122449,100,136.41565580002498,55.125
bazaar-130-18.txt,EDA,130,130,130,221864,66,78.99417869999888,56.1875
bazaar-130-19.txt,GRASP,130,130,130,110823,85,124.90592479999759,55.12890625
bazaar-130-19.txt,EDA,130,130,130,206343,70,82.90970160000143,56.1875
bazaar-130-2.txt,GRASP,130,130,130,118406,88,126.66119459999027,55.12890625
bazaar-130-2.txt,EDA,130,130,130,202835,85,72.9303276000137,56.1875
bazaar-130-20.txt,GRASP,130,130,130,114254,84,126.73230039997725,55.12890625
bazaar-130-20.txt,EDA,130,130,130,221526,70,82.80516849999549,56.19140625
bazaar-130-21.txt,GRASP,130,130,130,103774,86,127.71399920000113,55.11328125
bazaar-130-21.txt,EDA,130,130,130,236991,81,106.84905759998946,56.18359375
bazaar-130-22.txt,GRASP,130,130,130,107818,88,124.18306060001487,55.125
bazaar-130-22.txt,EDA,130,130,130,227207,88,86.61397370000486,56.18359375
bazaar-130-23.txt,GRASP,130,130,130,107182,91,129.60240400000475,55.12890625
bazaar-130-23.txt,EDA,130,130,130,235110,83,69.92194470000686,56.1875
bazaar-130-24.txt,GRASP,130,130,130,122296,92,131.37069899999187,55.12890625
bazaar-130-24.txt,EDA,130,130,130,219785,67,75.70883339998545,56.1875
bazaar-130-25.txt,GRASP,130,130,130,114972,83,128.49002539998037,55.1171875
bazaar-130-25.txt,EDA,130,130,130,216458,83,75.83631509999395,56.18359375
bazaar-130-3.txt,GRASP,130,130,130,109624,86,124.64715819997946,55.125
bazaar-130-3.txt,EDA,130,130,130,217272,73,89.98553249999532,56.1875
bazaar-130-4.txt,GRASP,130,130,130,118530,81,130.10708929999964,55.12890625
bazaar-130-4.txt,EDA,130,130,130,217035,82,94.01582749999943,56.19140625
bazaar-130-5.txt,GRASP,130,130,130,114252,90,133.5466325999878,55.1328125
bazaar-130-5.txt,EDA,130,130,130,211342,75,91.99268860000302,56.19140625
bazaar-130-6.txt,GRASP,130,130,130,110059,85,126.05031960000633,55.109375
bazaar-130-6.txt,EDA,130,130,130,213826,99,90.1821084000112,56.2109375
bazaar-130-7.txt,GRASP,130,130,130,117994,96,137.38926709999214,55.15234375
bazaar-130-7.txt,EDA,130,130,130,217823,84,59.90381449999404,56.2109375
bazaar-130-8.txt,GRASP,130,130,130,118023,94,134.3712158999988,55.15234375
bazaar-130-8.txt,EDA,130,130,130,202438,71,93.485263199982,56.2109375
bazaar-130-9.txt,GRASP,130,130,130,126356,84,126.05070909997448,55.15234375
bazaar-130-9.txt,EDA,130,130,130,217315,71,81.268585599988,56.2109375
bazaar-140-1.txt,GRASP,140,140,140,133427,93,109.0637204000086,55.15625
bazaar-140-1.txt,EDA,140,140,140,242797,80,61.57495769998059,56.40234375
bazaar-140-10.txt,GRASP,140,140,140,136365,98,120.60149580001598,55.3203125
bazaar-140-10.txt,EDA,140,140,140,236755,83,58.36130290001165,56.40625
bazaar-140-11.txt,GRASP,140,140,140,139128,85,108.75811270001577,55.34765625
bazaar-140-11.txt,EDA,140,140,140,264038,75,49.178013400000054,56.41015625
bazaar-140-12.txt,GRASP,140,140,140,130190,96,114.46214389998931,55.3515625
bazaar-140-12.txt,EDA,140,140,140,228883,76,48.7900942999986,56.41015625
bazaar-140-13.txt,GRASP,140,140,140,122326,86,109.03879400002188,55.3515625
bazaar-140-13.txt,EDA,140,140,140,265676,72,53.32844780001324,56.41015625
bazaar-140-14.txt,GRASP,140,140,140,129615,102,122.38361059999443,55.40625
bazaar-140-14.txt,EDA,140,140,140,235002,91,62.959578399983,56.39453125
bazaar-140-15.txt,GRASP,140,140,140,132394,93,116.38441620001686,55.390625
bazaar-140-15.txt,EDA,140,140,140,248020,76,65.46042210000451,56.38671875
bazaar-140-16.txt,GRASP,140,140,140,139681,105,125.5566269000119,55.40234375
bazaar-140-16.txt,EDA,140,140,140,232833,76,69.18492830000469,56.39453125
bazaar-140-17.txt,GRASP,140,140,140,135125,85,112.66592440000386,55.40625
bazaar-140-17.txt,EDA,140,140,140,237492,74,53.43075519998092,56.39453125
bazaar-140-18.txt,GRASP,140,140,140,130257,97,114.88815089999116,55.4140625
bazaar-140-18.txt,EDA,140,140,140,263065,108,66.3537886000122,56.40625
bazaar-140-19.txt,GRASP,140,140,140,128024,87,115.53331190001336,55.41796875
bazaar-140-19.txt,EDA,140,140,140,266391,104,78.09495259998948,56.53125
bazaar-140-2.txt,GRASP,140,140,140,136394,101,116.6428710000182,55.4765625
bazaar-140-2.txt,EDA,140,140,140,240218,74,42.697868699993705,56.54296875
bazaar-140-20.txt,GRASP,140,140,140,126950,87,110.83142289999523,55.484375
bazaar-140-20.txt,EDA,140,140,140,256485,89,69.46837400001823,56.58203125
bazaar-140-21.txt,GRASP,140,140,140,133108,96,115.40830460001598,55.5234375
bazaar-140-21.txt,EDA,140,140,140,270142,74,58.65297900000587,56.58984375
bazaar-140-22.txt,GRASP,140,140,140,129594,91,114.7201298,55.53515625
bazaar-140-22.txt,EDA,140,140,140,255478,79,56.65375059997314,56.59375
bazaar-140-23.txt,GRASP,140,140,140,130863,94,118.61441579999519,55.53515625
bazaar-140-23.txt,EDA,140,140,140,264898,81,60.91548369999509,56.59375
bazaar-140-24.txt,GRASP,140,140,140,130210,95,118.94004669997958,55.5078125
bazaar-140-24.txt,EDA,140,140,140,250094,62,34.63876460000756,56.57421875
bazaar-140-25.txt,GRASP,140,140,140,137754,87,114.76842359997681,55.515625
bazaar-140-25.txt,EDA,140,140,140,243322,64,53.43457149999449,56.57421875
bazaar-140-3.txt,GRASP,140,140,140,139645,100,120.25840979997884,55.51953125
bazaar-140-3.txt,EDA,140,140,140,235015,85,74.97825419998844,56.5859375
bazaar-140-4.txt,GRASP,140,140,140,133397,87,105.10693130001891,55.52734375
bazaar-140-4.txt,EDA,140,140,140,244958,78,63.612727100000484,56.5859375
bazaar-140-5.txt,GRASP,140,140,140,138846,89,108.76451290000114,55.52734375
bazaar-140-5.txt,EDA,140,140,140,242902,73,48.488530000002356,56.5859375
bazaar-140-6.txt,GRASP,140,140,140,138014,91,109.19313460000558,55.52734375
bazaar-140-6.txt,EDA,140,140,140,241382,83,60.75534199998947,56.55859375
bazaar-140-7.txt,GRASP,140,140,140,130553,102,127.56332089999341,55.5234375
bazaar-140-7.txt,EDA,140,140,140,249220,93,51.878592100023525,56.5859375
bazaar-140-8.txt,GRASP,140,140,140,131902,102,119.67725509998854,55.52734375
bazaar-140-8.txt,EDA,140,140,140,236823,110,69.22075969999423,56.5859375
bazaar-140-9.txt,GRASP,140,140,140,145693,87,115.72054020001087,55.52734375
bazaar-140-9.txt,EDA,140,140,140,253020,74,43.040451700013364,56.5859375
bazaar-150-1.txt,GRASP,150,150,150,157990,100,133.74803759998758,55.53515625
bazaar-150-1.txt,EDA,150,150,150,279988,69,64.31518360000337,56.6796875
bazaar-150-10.txt,GRASP,150,150,150,162017,92,138.98870560000069,55.625
bazaar-150-10.txt,EDA,150,150,150,292340,67,51.77215620002244,56.56640625
bazaar-150-11.txt,GRASP,150,150,150,150499,92,136.5920105999976,55.75
bazaar-150-11.txt,EDA,150,150,150,285583,78,59.71391169997514,56.8046875
bazaar-150-12.txt,GRASP,150,150,150,151450,86,126.57907180002076,55.75
bazaar-150-12.txt,EDA,150,150,150,272135,87,70.12062400000286,56.8046875
bazaar-150-13.txt,GRASP,150,150,150,161172,95,131.6244131999847,55.75
bazaar-150-13.txt,EDA,150,150,150,277762,80,65.0759014999785,56.8046875
bazaar-150-14.txt,GRASP,150,150,150,152571,99,140.71457840001676,55.75
bazaar-150-14.txt,EDA,150,150,150,265275,71,77.17492260001018,56.8046875
bazaar-150-15.txt,GRASP,150,150,150,153121,103,142.5040777999966,55.703125
bazaar-150-15.txt,EDA,150,150,150,256629,72,58.37561590000405,56.7578125
bazaar-150-16.txt,GRASP,150,150,150,155708,113,157.61382889997913,55.7578125
bazaar-150-16.txt,EDA,150,150,150,270152,88,73.69729710000684,56.8515625
bazaar-150-17.txt,GRASP,150,150,150,161410,100,139.66534979999415,55.76171875
bazaar-150-17.txt,EDA,150,150,150,277031,104,63.943772500002524,56.8125
bazaar-150-18.txt,GRASP,150,150,150,162032,106,140.36647690000245,55.76171875
bazaar-150-18.txt,EDA,150,150,150,278220,80,68.88474780000979,56.8125
bazaar-150-19.txt,GRASP,150,150,150,149920,104,151.68852550000884,55.73046875
bazaar-150-19.txt,EDA,150,150,150,286684,90,67.79114489999483,56.796875
bazaar-150-2.txt,GRASP,150,150,150,166891,108,142.54677650000667,55.74609375
bazaar-150-2.txt,EDA,150,150,150,272308,72,61.774136899999576,56.796875
bazaar-150-20.txt,GRASP,150,150,150,157639,95,137.30900439998368,55.74609375
bazaar-150-20.txt,EDA,150,150,150,285492,73,59.38212990001193,56.796875
bazaar-150-21.txt,GRASP,150,150,150,156607,94,125.4172243999783,55.74609375
bazaar-150-21.txt,EDA,150,150,150,284645,72,58.408555500005605,56.80078125
bazaar-150-22.txt,GRASP,150,150,150,163274,91,134.80119530000957,55.75
bazaar-150-22.txt,EDA,150,150,150,270336,89,58.32666589997825,56.80078125
bazaar-150-23.txt,GRASP,150,150,150,143602,101,141.84268679999514,55.75
bazaar-150-23.txt,EDA,150,150,150,291709,85,67.59655170000042,56.80078125
bazaar-150-24.txt,GRASP,150,150,150,154693,92,135.7699663999956,55.75
bazaar-150-24.txt,EDA,150,150,150,285827,76,41.853278199996566,56.80078125
bazaar-150-25.txt,GRASP,150,150,150,157279,89,129.4280632000009,55.75
bazaar-150-25.txt,EDA,150,150,150,277891,70,47.64167909999378,56.80078125
